ID	Building Name	Ward / Area	Priority Type	Housing Type	Floor Plan	Area	Area (sqm)	Monthly Rent	Monthly Rent (¥)	Management Fee (¥)	Deposit (¥)	Available From	Address	Built Year	Total Monthly Cost (¥)	Source	Floor	Train Access	Detail URL	Latitude	Longitude	Google Maps	First Seen (UTC)	Last Seen (UTC)	Distance to Shimbashi (km)	Train Time to Shimbashi (min)
ur_ccd39d52b163e0bf	鶴川　3-4号棟503号室	Machida City		UR Public Housing	3DK	50㎡	50.0	63900円	63900	3700	127800	Anytime	町田市鶴川5ほか	1968	67600	UR	5	小田急小田原線「鶴川」駅バス5分 徒歩1～11分, 小田急多摩線「黒川」駅バス13分 徒歩1～11分, 京王相模原線「京王多摩センター」駅バス24分 徒歩7～14分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1630_room.html?JKSS=000304503	35.592873	139.468033	https://maps.google.com/?q=35.592873,139.468033	2026-06-16T09:34:58Z	2026-06-19T04:10:48Z	31.7	68
ur_ca928b3fc57203cf	ニュータウン小山田桜台　95号棟102号室	Machida City		UR Public Housing	3LDK	77㎡	77.0	80500円	80500	4800	161000	Anytime	町田市小山田桜台2-4ほか	1985	85300	UR	1	JR横浜線・小田急小田原線「町田」駅バス29～32分 徒歩1～3分, JR横浜線「淵野辺」駅バス10～13分 徒歩1～3分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3600_room.html?JKSS=000950102				2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	31.7	68
ur_af3700062a091016	ニュータウン小山田桜台　48号棟306号室	Machida City		UR Public Housing	4LDK	105㎡	105.0	112700円	112700	4800	225400	From 2026-06-23	町田市小山田桜台2-4ほか	1984	117500	UR	3	JR横浜線・小田急小田原線「町田」駅バス29～32分 徒歩1～3分, JR横浜線「淵野辺」駅バス10～13分 徒歩1～3分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3600_room.html?JKSS=000480306				2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	31.7	68
ur_78b9dbb98a867253	多摩ニュータウン ファインヒルいなぎ 長峰・杜の一番街　2号棟606号室	Inagi City		UR Public Housing	1LDK	54㎡	54.0	92600円	92600	5400	185200	Anytime	稲城市長峰3-2	1995	98000	UR	6	京王相模原線「若葉台」駅バス6分 徒歩4～6分, 京王相模原線「稲城」駅バス11分 徒歩4～6分, JR南武線「南多摩」駅 徒歩32～33分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5290_room.html?JKSS=000020606	35.631863	139.480377	https://maps.google.com/?q=35.631863,139.480377	2026-06-12T01:36:51Z	2026-06-19T04:10:48Z	23.0	58
ur_cc2a5fdd93f9ce91	多摩ニュータウン ファインヒルいなぎ リベレ向陽台　8号棟301号室	Inagi City		UR Public Housing	2LDK	64㎡	64.0	97100円	97100	3000	194200	Anytime	稲城市向陽台5-10	1989	100100	UR	3	京王相模原線「稲城」駅バス6分 徒歩2～5分, JR南武線「南多摩」駅 徒歩20～22分, JR南武線「稲城長沼」駅 徒歩24～30分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4190_room.html?JKSS=510080301	35.640839	139.485764	https://maps.google.com/?q=35.640839,139.485764	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	23.0	58
ur_83a416d28d665e59	立川幸町　7号棟501号室	Tachikawa City	Priority	UR Public Housing	2DK	41㎡	41.0	56200円	56200	2950	112400	Anytime	立川市幸町4-52-1	1972	59150	UR	5	多摩都市モノレール「玉川上水」駅 徒歩15～21分, 西武拝島線「東大和市」駅 徒歩16～21分, JR中央線「立川」駅バス20分 徒歩3～6分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2130_room.html?JKSS=000007501	35.727039	139.427322	https://maps.google.com/?q=35.727039,139.427322	2026-06-16T09:34:58Z	2026-06-19T04:10:48Z	32.0	74
ur_968731f224ebe46b	立川幸町　2号棟501号室	Tachikawa City	Priority	UR Public Housing	2DK	41㎡	41.0	56200円	56200	2950	112400	Anytime	立川市幸町4-52-1	1972	59150	UR	5	多摩都市モノレール「玉川上水」駅 徒歩15～21分, 西武拝島線「東大和市」駅 徒歩16～21分, JR中央線「立川」駅バス20分 徒歩3～6分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2130_room.html?JKSS=000002501	35.727039	139.427322	https://maps.google.com/?q=35.727039,139.427322	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	32.0	74
ur_3883588a597adfbf	立川若葉町　9号棟408号室	Tachikawa City		UR Public Housing	2DK	41㎡	41.0	57100円	57100	3700	114200	Anytime	立川市若葉町4-25-1	1972	60800	UR	4	JR中央線「立川」駅バス19分 徒歩2～9分, 西武拝島線「東大和市」駅 徒歩16～28分, 西武国分寺線「鷹の台」駅 徒歩22～32分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2140_room.html?JKSS=000009408	35.724091	139.43663	https://maps.google.com/?q=35.724091,139.43663	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	32.0	74
a677ef882cf09a3b	富士見町東 45-407	Tachikawa City	Support / Subsidised	General Rental	2DK	48.32	48.32	64800	64800	2100	129600	Immediately Available	立川市富士見町７－４５	1978	66900	JKK	4		https://www.to-kousya.or.jp/chintai/reco/fujimichohigashi.html	35.69176395	139.3975986	https://maps.google.com/?q=35.69176395,139.3975986	2026-06-02T05:40:33Z	2026-06-19T04:10:48Z	32.0	74
728d7a5cc3871fcf	富士見町東 42-502	Tachikawa City	Support / Subsidised	General Rental	2DK	48.32	48.32	68200	68200	2100	136400	Immediately Available	立川市富士見町７－４２	1978	70300	JKK	5		https://www.to-kousya.or.jp/chintai/reco/fujimichohigashi.html	35.69176395	139.3975986	https://maps.google.com/?q=35.69176395,139.3975986	2026-06-04T07:59:55Z	2026-06-19T04:10:48Z	32.0	74
ur_cc363964ca43c751	立川一番町東　45号棟105号室	Tachikawa City		UR Public Housing	3LDK	84㎡	84.0	92000円	92000	4300	184000	Anytime	立川市一番町6-8-1ほか	1986	96300	UR	1	西武拝島線「西武立川」駅 徒歩15～19分 またはバス4分 徒歩3～7分, JR青梅線「昭島」駅バス9分 徒歩3～7分, JR中央線「立川」駅バス20分 徒歩3～7分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3670_room.html?JKSS=000045105	35.733074	139.376099	https://maps.google.com/?q=35.733074,139.376099	2026-06-13T01:37:55Z	2026-06-19T04:10:48Z	32.0	74
ur_c5389d11d37b1476	羽村　12号棟504号室	Hamura City		UR Public Housing	3DK	52㎡	52.0			3500		Anytime	羽村市富士見平1-18ほか	1972		UR	5	JR青梅線「羽村」駅 徒歩17～20分 またはバス4分 徒歩1～5分, JR青梅線「福生」駅 徒歩37～41分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2270_room.html?JKSS=000120504	35.765739	139.325851	https://maps.google.com/?q=35.765739,139.325851	2026-06-05T01:35:00Z	2026-06-19T04:10:48Z	41.8	96
ur_28f7acb764abf809	リバーハープタワー南千住　2号棟3404号室	Arakawa Ward		UR Public Housing	1LDK	68㎡	68.0	205900円	205900	5400	411800	Anytime	荒川区南千住4-9	2001	211300	UR	34	JR常磐線快速「南千住」駅 徒歩7～8分, 東京メトロ日比谷線「南千住」駅 徒歩7～8分, つくばエクスプレス「南千住」駅 徒歩7～9分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6240_room.html?JKSS=000023404	35.736294	139.803864	https://maps.google.com/?q=35.736294,139.803864	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	8.3	21
ur_a82d4f004204142b	南千住七丁目ハイツ　522号室	Arakawa Ward		UR Public Housing	3DK	62㎡	62.0	145100円	145100	5100	290200	Anytime	荒川区南千住7-31-3	1989	150200	UR	5	JR常磐線・東京メトロ日比谷線・つくばエクスプレス「南千住」駅 徒歩6分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4290_room.html?JKSS=000000522	35.737	139.800308	https://maps.google.com/?q=35.737,139.800308	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	8.3	21
ur_87d16ff53df5732a	金町第二　1号棟110号室	Katsushika Ward		UR Public Housing	3DK	63㎡	63.0	113400円	113400	4400	226800	Anytime	葛飾区南水元3-6ほか	1978	117800	UR	1	JR常磐線「金町」駅 徒歩10～12分, 京成金町線「京成金町」駅 徒歩12～14分, JR常磐線「金町」駅バス3分 徒歩1分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2950_room.html?JKSS=000010110	35.775391	139.865845	https://maps.google.com/?q=35.775391,139.865845	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	11.8	29
ur_bd6dec0e78c71217	新柳沢　13号棟804号室	Nishitokyo City		UR Public Housing	1LDK	47㎡	47.0	112500円	112500	4180	225000	Anytime	西東京市柳沢3-4	1995	116680	UR	8	西武新宿線「西武柳沢」駅 徒歩11～14分, JR中央線「三鷹」駅バス9分 徒歩6～8分, JR中央線「吉祥寺」駅バス11分 徒歩6～8分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4900_room.html?JKSS=000130804	35.722225	139.553177	https://maps.google.com/?q=35.722225,139.553177	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	20.9	54
ur_ed66ade983233042	プロムナード東伏見　63号棟202号室	Nishitokyo City		UR Public Housing	2DK	52㎡	52.0	111500円	111500	6200	223000	Anytime	西東京市富士町1-7	1996	117700	UR	2	西武新宿線「東伏見」駅 徒歩9～13分, JR中央線「三鷹」駅バス13分 徒歩4～7分, 西武池袋線「保谷」駅バス6分 徒歩4～7分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5490_room.html?JKSS=000630202	35.734463	139.559723	https://maps.google.com/?q=35.734463,139.559723	2026-06-19T03:38:31Z	2026-06-19T04:10:48Z	20.9	54
ur_2c96ec0cf8a55d73	ライフタウン国領　2号棟716号室	Chofu City		UR Public Housing	1LDK	65㎡	65.0	167800円	167800	4500	335600	From 2026-06-23	調布市国領町8-2-9	2004	172300	UR	7	京王線「国領」駅 徒歩12分, 京王線「柴崎」駅 徒歩13～15分, 京王線「布田」駅 徒歩21分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6591_room.html?JKSS=000020716	35.64819	139.565018	https://maps.google.com/?q=35.64819,139.565018	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	19.6	49
ur_a628290b3af68f5c	ココスクエア国領　711号室	Chofu City		UR Public Housing	3LDK	83㎡	83.0	213200円	213200	8500	426400	Anytime	調布市国領町3-1-38	2001	221700	UR	7	京王線「国領」駅 徒歩1分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6300_room.html?JKSS=000000711	35.649574	139.558685	https://maps.google.com/?q=35.649574,139.558685	2026-06-16T03:40:33Z	2026-06-19T04:10:48Z	19.6	49
ur_4f99d549be9ee780	江北六丁目　30-18号棟504号室	Adachi Ward		UR Public Housing	2DK	41㎡	41.0	73900円	73900	3300	147800	Anytime	足立区江北6-30ほか	1972	77200	UR	5	日暮里舎人ライナー「西新井大師西」駅 徒歩2～6分, 東武伊勢崎線「西新井」駅バス9分 徒歩2～6分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2160_room.html?JKSS=030018504	35.782475	139.768677	https://maps.google.com/?q=35.782475,139.768677	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	12.8	28
ur_5faa3f19644faa72	日の出町　3号棟503号室	Adachi Ward		UR Public Housing	2DK	43㎡	43.0	103100円	103100	4200	206200	Anytime	足立区日ノ出町27	1968	107300	UR	5	JR常磐線「北千住」駅 徒歩5～7分, 東武伊勢崎線「北千住」駅 徒歩5～7分, つくばエクスプレス「北千住」駅 徒歩5～7分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1640_room.html?JKSS=000030503	35.752003	139.808121	https://maps.google.com/?q=35.752003,139.808121	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	12.8	28
ur_1c70058832fcfe30	竹の塚第二　11号棟104号室	Adachi Ward		UR Public Housing	2LDK	50㎡	50.0	100700円	100700	4800	201400	Anytime	足立区竹の塚1-5ほか	1965	105500	UR	1	東武伊勢崎線「竹ノ塚」駅 徒歩6～12分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1310_room.html?JKSS=000011104	35.788174	139.788773	https://maps.google.com/?q=35.788174,139.788773	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	12.8	28
bd8fa95c49281af6	霞台 10-507	Ome City	General	General Rental (Fixed Term)	2DK	34.56	34.56	34500	34500	1800	69000	Immediately Available	青梅市河辺町９－７－１－１０	1971	36300	JKK	5		https://www.to-kousya.or.jp/chintai/reco/kasumidai1.html	35.78494347	139.2898443	https://maps.google.com/?q=35.78494347,139.2898443	2026-06-18T06:51:29Z	2026-06-19T04:10:48Z	45.6	96
